name,form,qty
DAIRY DIGESTIVE,Tablet,90 tablets
DAIRY DIGESTIVE,Tablet,42 tablets
DAIRY DIGESTIVE,Tablet,120 tablets
DAIRY DIGESTIVE SUPPLEMENT,Chewable Tablet,32 chewable tablets
DAIRY DIGESTIVE SUPPLEMENT,Chewable Tablet,60 chewable tablets
DAIRY DIGESTIVE SUPPLEMENT,Chewable Tablet,90 chewable tablets
DAIRY DIGESTIVE SUPPLEMENT,Chewable Tablet,50 chewable tablets
DAIRY DIGESTIVE SUPPLEMENT,Chewable Tablet,64 chewable tablets
DAIRY RELIEF,Tablet,32 tablets
DAKINS,Solution,473 mls
DAKINS,Solution,237 mls
DAKINS,Solution,946 mls
DAKINS,Solution,474 mls
DAKINS,Solution,437 mls
DALFAMPRIDINE ER,Tablet ER 12H,60 tablets
DALFAMPRIDINE ER,Tablet ER 12H,180 tablets
DALFAMPRIDINE ER,Tablet ER 12H,30 tablets
DALFAMPRIDINE ER,Tablet ER 12H,270 tablets
DALFAMPRIDINE ER,Tablet ER 12H,20 tablets
DALIRESP,Tablet,30 tablets
DALIRESP,Tablet,90 tablets
DALIRESP,Tablet,5 tablets
DALIRESP,Tablet,15 tablets
DALIRESP,Tablet,14 tablets
DALVANCE,VIAL,1 ml
DANAZOL,Capsule,60 capsules
DANAZOL,Capsule,30 capsules
DANAZOL,Capsule,100 capsules
DANAZOL,Capsule,180 capsules
DANTRIUM,Capsule,180 capsules
DANTRIUM,Capsule,90 capsules
DANTRIUM,Capsule,270 capsules
DANTRIUM,Capsule,60 capsules
DANTRIUM,Capsule,40 capsules
DANTRIUM,VIAL,1 ml
DANTRIUM,VIAL,180 mls
DANTROLENE SODIUM,Capsule,180 capsules
DANTROLENE SODIUM,Capsule,90 capsules
DANTROLENE SODIUM,Capsule,270 capsules
DANTROLENE SODIUM,Capsule,60 capsules
DANTROLENE SODIUM,Capsule,40 capsules
DANTROLENE SODIUM,VIAL,1 ml
DANTROLENE SODIUM,VIAL,180 mls
DANYELZA,VIAL,10 mls
DAPSONE,Gel,60 grams
DAPSONE,Gel,90 grams
DAPSONE,Gel,120 grams
DAPSONE,Gel,270 grams
DAPSONE,Tablet,30 tablets
DAPSONE,Tablet,90 tablets
DAPSONE,Tablet,45 tablets
DAPSONE,Tablet,60 tablets
DAPSONE,Tablet,12 tablets
DAPSONE,GEL W/PUMP,60 grams
DAPSONE,GEL W/PUMP,90 grams
DAPSONE,GEL W/PUMP,120 grams
DAPSONE,GEL W/PUMP,180 grams
DAPTACEL DTAP,VIAL,0.5 ml
DAPTOMYCIN,VIAL,30 mls
DAPTOMYCIN,VIAL,4 mls
DAPTOMYCIN,VIAL,42 mls
DARAPRIM,Tablet,60 tablets
DARAPRIM,Tablet,2 tablets
DARAPRIM,Tablet,18 tablets
DARAPRIM,Tablet,30 tablets
DARAPRIM,Tablet,34 tablets
DARIFENACIN ER,Tablet ER 24H,30 tablets
DARIFENACIN ER,Tablet ER 24H,90 tablets
DARIFENACIN ER,Tablet ER 24H,10 tablets
DARIFENACIN ER,Tablet ER 24H,14 tablets
DARIFENACIN ER,Tablet ER 24H,60 tablets
DARTISLA,TAB RAPDIS,30 units
DARZALEX,VIAL,5 mls
DARZALEX FASPRO,VIAL,15 mls
DASETTA,Tablet,28 tablets
DASETTA,Tablet,84 tablets
DASETTA,Tablet,112 tablets
DASETTA,Tablet,56 tablets
DASETTA,Tablet,364 tablets
DAUNORUBICIN HCL,VIAL,4 mls
DAUNORUBICIN HCL,VIAL,10 mls
DAURISMO,Tablet,60 tablets
DAYHIST ALLERGY,Tablet,30 tablets
DAYHIST ALLERGY,Tablet,60 tablets
DAYLOGIC ACNE FOAMING WASH,CLEANSER,237 grams
DAYLOGIC ACNE FOAMING WASH,CLEANSER,148 grams
DAYLOGIC ACNE FOAMING WASH,CLEANSER,227 grams
DAYLOGIC ACNE FOAMING WASH,CLEANSER,142 grams
DAYLOGIC ACNE FOAMING WASH,CLEANSER,296 grams
DAYLOGIC MINOXIDIL,Foam,60 grams
DAYLOGIC MINOXIDIL,Foam,120 grams
DAYLOGIC MINOXIDIL,Foam,180 grams
DAYLOGIC MINOXIDIL,Foam,360 grams
DAYLOGIC MINOXIDIL,Foam,50 grams
DAYPRO,Tablet,60 tablets
DAYPRO,Tablet,30 tablets
DAYPRO,Tablet,14 tablets
DAYPRO,Tablet,90 tablets
DAYPRO,Tablet,180 tablets
DAYSEE,TBDSPK 3MO,91 units
DAYSEE,TBDSPK 3MO,182 units
DAYSEE,TBDSPK 3MO,273 units
DAYSEE,TBDSPK 3MO,3 units
DAYSEE,TBDSPK 3MO,364 units
DAYTIME COLD & COUGH,Liquid,237 mls
DAYTRANA,Patch,30 patches
DAYTRANA,Patch,60 patches
DAYVIGO,Tablet,30 tablets
DAYVIGO,Tablet,6 tablets
DAYVIGO,Tablet,8 tablets
DAYVIGO,Tablet,3 tablets
DAYVIGO,Tablet,7 tablets
DDAVP,Tablet,30 tablets
DDAVP,Tablet,90 tablets
DDAVP,Tablet,60 tablets
DDAVP,Tablet,75 tablets
DDAVP,Tablet,180 tablets
DDAVP,SPRAY/PUMP,5 mls
DDAVP,SPRAY/PUMP,15 mls
DDAVP,SPRAY/PUMP,10 mls
DDAVP,SPRAY/PUMP,20 mls
DDAVP,SPRAY/PUMP,30 mls
DDAVP,VIAL,10 mls
DDAVP,VIAL,120 mls
DDAVP,VIAL,30 mls
DDAVP,AMPUL,1 ml
DDAVP,AMPUL,30 mls
DEBLITANE,Tablet,28 tablets
DEBLITANE,Tablet,84 tablets
DEBLITANE,Tablet,56 tablets
DEBLITANE,Tablet,364 tablets
DEBLITANE,Tablet,112 tablets
DEBROX,Drops,15 mls
DECARA,Capsule,12 capsules
DECARA,Capsule,4 capsules
DECARA,Capsule,8 capsules
DECARA,Capsule,24 capsules
DECARA,Capsule,13 capsules
DECITABINE,VIAL,1 ml
DECONEX DMX,Tablet,30 tablets
DECONEX DMX,Tablet,20 tablets
DECONEX DMX,Tablet,21 tablets
DECONEX DMX,Tablet,42 tablets
DECONEX DMX,Tablet,40 tablets
DECONEX IR,Tablet,30 tablets
DECONEX IR,Tablet,20 tablets
DECONEX IR,Tablet,12 tablets
DECONEX IR,Tablet,15 tablets
DECONEX IR,Tablet,28 tablets
DEFERASIROX,Tablet,30 tablets
DEFERASIROX,TAB DISPER,30 units
DEFERASIROX,GRAN PACK,1 unit
DEFERASIROX,GRAN PACK,30 units
DEFERIPRONE,Tablet,100 tablets
DEFERIPRONE (3 TIMES A DAY),Tablet,50 tablets
DEFEROXAMINE MESYLATE,VIAL,60 mls
DEFITELIO,VIAL,2.5 mls
DELESTROGEN,VIAL,5 mls
DELESTROGEN,VIAL,10 mls
DELESTROGEN,VIAL,3 mls
DELESTROGEN,VIAL,15 mls
DELSTRIGO,Tablet,30 tablets
DELSYM,SUS ER 12H,89 mls
DELSYM COUGH+CHEST CONGEST DM,Liquid,237 mls
DELSYM COUGH+CHEST CONGEST DM,Liquid,118 mls
DELSYM COUGH+CHEST CONGEST DM,Liquid,180 mls
DELSYM COUGH+CHEST CONGEST DM,Liquid,120 mls
DELSYM COUGH+CHEST CONGEST DM,Liquid,100 mls
DELSYM COUGH-SORE THROAT,Liquid,118 mls
DELSYM COUGH-SORE THROAT,Liquid,400 mls
DELSYM COUGH-SORE THROAT,Liquid,420 mls
DELSYM COUGH-SORE THROAT,Liquid,100 mls
DELSYM COUGH-SORE THROAT,Liquid,120 mls
DELSYM VAPOR,OINT ROLON,50 grams
DELTA D3,Capsule,12 capsules
DELTA D3,Capsule,4 capsules
DELTA D3,Capsule,8 capsules
DELTA D3,Capsule,13 capsules
DELTA D3,Capsule,6 capsules
DELTA D3,Capsule,30 capsules
DELTA D3,Tablet,90 tablets
DELTA D3,Tablet,30 tablets
DELTA D3,Tablet,60 tablets
DELTA D3,Tablet,180 tablets
DELTA D3,Tablet,100 tablets
DELTA D3,Drops,50 mls
DELTA D3,Drops,150 mls
DELTA D3,Drops,100 mls
DELTA D3,Drops,30 mls
DELTA D3,Drops,52 mls
DELTA D3,Chewable Tablet,30 chewable tablets
DELTA D3,Chewable Tablet,90 chewable tablets
DELTA D3,Chewable Tablet,60 chewable tablets
DELTA D3,Chewable Tablet,270 chewable tablets
DELTA D3,Chewable Tablet,135 chewable tablets
DELTA D3,Liquid,480 mls
DELTA D3,Liquid,300 mls
DELTA D3,Liquid,30 mls
DELTA D3,Liquid,150 mls
DELTA D3,Liquid,50 mls
DELTA D3,TAB RAPDIS,90 units
DELTA D3,TAB RAPDIS,30 units
DELTA D3,TAB RAPDIS,4 units
DELTA D3,SPRAY SUSP,30 mls
DELZICOL,CAP(DRTAB),180 units
DELZICOL,CAP(DRTAB),60 units
DELZICOL,CAP(DRTAB),120 units
DELZICOL,CAP(DRTAB),90 units
DELZICOL,CAP(DRTAB),270 units
DEMECLOCYCLINE HCL,Tablet,14 tablets
DEMECLOCYCLINE HCL,Tablet,120 tablets
DEMECLOCYCLINE HCL,Tablet,30 tablets
DEMEROL,AMPUL,2 mls
DEMEROL,VIAL,20 mls
DEMEROL,VIAL,2 mls
DEMEROL,Syringe,1 ml
DEMEROL,Syringe,2 mls
DEMEROL,CARTRIDGE,1 ml
DEMEROL,CARTRIDGE,2 mls
DEMSER,Capsule,30 capsules
DEMSER,Capsule,100 capsules
DENAVIR,Cream (g),5 grams
DENAVIR,Cream (g),1.5 grams
DENAVIR,Cream (g),15 grams
DENAVIR,Cream (g),1 gram
DENAVIR,Cream (g),2 grams
DENGVAXIA,VIAL,1 ml
DENTA 5000 PLUS,Cream (g),51 grams
DENTA 5000 PLUS,Cream (g),153 grams
DENTA 5000 PLUS,Cream (g),102 grams
DENTA 5000 PLUS,Cream (g),306 grams
DENTA 5000 PLUS,Cream (g),204 grams
DENTAGEL,Gel,56 grams
DENTAGEL,Gel,112 grams
DENTAGEL,Gel,56.6 grams
DENTAGEL,Gel,168 grams
DENTAGEL,Gel,336 grams
DEPAKOTE,TABLET DR,30 units
DEPAKOTE,TABLET DR,60 units
DEPAKOTE,TABLET DR,90 units
DEPAKOTE,TABLET DR,180 units
DEPAKOTE,TABLET DR,14 units
DEPAKOTE,CAP DR SPR,60 units
DEPAKOTE,CAP DR SPR,180 units
DEPAKOTE,CAP DR SPR,120 units
DEPAKOTE,CAP DR SPR,90 units
DEPAKOTE,CAP DR SPR,240 units
DEPAKOTE,CAP DR SPR,30 units
DEPAKOTE ER,Tablet ER 24H,60 tablets
DEPAKOTE ER,Tablet ER 24H,90 tablets
DEPAKOTE ER,Tablet ER 24H,30 tablets
DEPAKOTE ER,Tablet ER 24H,180 tablets
DEPAKOTE ER,Tablet ER 24H,120 tablets
DEPAKOTE SPRINKLE,TABLET DR,60 units
DEPAKOTE SPRINKLE,TABLET DR,30 units
DEPAKOTE SPRINKLE,TABLET DR,90 units
DEPAKOTE SPRINKLE,TABLET DR,180 units
DEPAKOTE SPRINKLE,TABLET DR,120 units
DEPAKOTE SPRINKLE,CAP DR SPR,60 units
DEPAKOTE SPRINKLE,CAP DR SPR,180 units
DEPAKOTE SPRINKLE,CAP DR SPR,120 units
DEPAKOTE SPRINKLE,CAP DR SPR,90 units
DEPAKOTE SPRINKLE,CAP DR SPR,240 units
DEPEN,Capsule,60 capsules
DEPEN,Capsule,120 capsules
DEPEN,Capsule,30 capsules
DEPEN,Tablet,30 tablets
DEPLIN-ALGAL OIL,Capsule,30 capsules
DEPO-MEDROL,VIAL,1 ml
DEPO-MEDROL,VIAL,2 mls
DEPO-MEDROL,VIAL,10 mls
DEPO-MEDROL,VIAL,50 mls
DEPO-MEDROL,VIAL,4 mls
DEPO-PROVERA,Tablet,10 tablets
DEPO-PROVERA,Tablet,30 tablets
DEPO-PROVERA,Tablet,5 tablets
DEPO-PROVERA,Tablet,7 tablets
DEPO-PROVERA,Tablet,60 tablets
DEPO-PROVERA,Tablet,1 tablet
DEPO-PROVERA,VIAL,1 ml
DEPO-PROVERA,VIAL,3 mls
DEPO-PROVERA,VIAL,2 mls
DEPO-PROVERA,VIAL,4 mls
DEPO-PROVERA,VIAL,90 mls
DEPO-PROVERA,Syringe,1 ml
DEPO-PROVERA,Syringe,3 mls
DEPO-PROVERA,Syringe,2 mls
DEPO-PROVERA,Syringe,4 mls
DEPO-PROVERA,Syringe,10 mls
DEPO-SUBQ PROVERA 104,Syringe,0.65 ml
DEPO-SUBQ PROVERA 104,Syringe,1.3 mls
DEPO-SUBQ PROVERA 104,Syringe,3.9 mls
DEPO-TESTOSTERONE,VIAL,4 mls
DEPO-TESTOSTERONE,VIAL,2 mls
DEPO-TESTOSTERONE,VIAL,1 ml
DEPO-TESTOSTERONE,VIAL,10 mls
DEPO-TESTOSTERONE,VIAL,3 mls
DERMA-SMOOTHE-FS,OIL,118.28 mls
DERMA-SMOOTHE-FS,OIL,236.56 mls
DERMA-SMOOTHE-FS,OIL,354.84 mls
DERMA-SMOOTHE-FS,OIL,591.4 mls
DERMA-SMOOTHE-FS,Solution,60 mls
DERMA-SMOOTHE-FS,Solution,120 mls
DERMA-SMOOTHE-FS,Solution,20 mls
DERMA-SMOOTHE-FS,Solution,90 mls
DERMA-SMOOTHE-FS,Solution,180 mls
DERMA-SMOOTHE-FS,Solution,118.28 mls
DERMA-SMOOTHE-FS,Ointment,15 grams
DERMA-SMOOTHE-FS,Ointment,60 grams
DERMA-SMOOTHE-FS,Ointment,30 grams
DERMA-SMOOTHE-FS,Ointment,45 grams
DERMA-SMOOTHE-FS,Ointment,50 grams
DERMA-SMOOTHE-FS,Ointment,118.28 grams
DERMA-SMOOTHE-FS,Cream (g),15 grams
DERMA-SMOOTHE-FS,Cream (g),30 grams
DERMA-SMOOTHE-FS,Cream (g),60 grams
DERMA-SMOOTHE-FS,Cream (g),22 grams
DERMA-SMOOTHE-FS,Cream (g),40 grams
DERMA-SMOOTHE-FS,Cream (g),118.28 grams
DERMACINRX ATRIX,Liquid,240 mls
DERMACINRX ATRIX,CLEANSER,177 mls
DERMACINRX ATRIX,CLEANSER,60 mls
DERMACINRX ATRIX,CLEANSER,240 mls
DERMACINRX ATRIX,CREAM(ML),59 mls
DERMACINRX ATRIX,CREAM(ML),240 mls
DERMACINRX CIRCATA,Cream (g),57 grams
DERMACINRX CIRCATRIX,Cream (g),57 grams
DERMACINRX LIDOGEL,Gel,100 grams
DERMACINRX LIDOREX,Gel,100 grams
DERMACINRX PENETRAL,CREAM(ML),118 mls
DERMACINRX PENETRAL,CREAM(ML),237 mls
DERMACINRX PRIZOPAK,Cream (g),30 grams
DERMACINRX PRIZOPAK,Cream (g),60 grams
DERMACINRX PRIZOPAK,Cream (g),90 grams
DERMACINRX PRIZOPAK,Cream (g),5 grams
DERMACINRX PRIZOPAK,Cream (g),120 grams
DERMACINRX PRIZOPAK,Cream (g),1 gram
DERMACINRX PRIZOPAK,Kit,1 Kit
DERMACINRX PRIZOPAK,Kit,30 Kits
DERMACINRX PRIZOPAK,Kit,2 Kits
DERMACINRX PRIZOPAK,Kit,3 Kits
DERMACINRX PRIZOPAK,Kit,6 Kits
DERMAFUNGAL,Cream (g),30 grams
DERMAFUNGAL,Cream (g),60 grams
DERMAFUNGAL,Cream (g),14 grams
DERMAFUNGAL,Cream (g),28 grams
DERMAFUNGAL,Cream (g),15 grams
DERMALID,COMBO. PKG,5 units
DERMAREST ECZEMA,Cream (g),28 grams
DERMAREST ECZEMA,Cream (g),84 grams
DERMAREST ECZEMA,Cream (g),28.35 grams
DERMAREST ECZEMA,Cream (g),30 grams
DERMAREST ECZEMA,Cream (g),454 grams
DERMAREST ECZEMA,Cream (g),120 grams
DERMAREST ECZEMA,Ointment,28.35 grams
DERMAREST ECZEMA,Ointment,20 grams
DERMAREST ECZEMA,Ointment,56.7 grams
DERMAREST ECZEMA,Ointment,60 grams
DERMAREST ECZEMA,Ointment,454 grams
DERMAREST ECZEMA,Ointment,120 grams
DERMAREST ECZEMA,CRM/PE APP,30 grams
DERMAREST ECZEMA,CRM/PE APP,28 grams
DERMAREST ECZEMA,CRM/PE APP,28.35 grams
DERMAREST ECZEMA,CRM/PE APP,56 grams
DERMAREST ECZEMA,CRM/PE APP,60 grams
DERMAREST ECZEMA,CRM/PE APP,120 grams
DERMAREST ECZEMA,Tablet,90 tablets
DERMAREST ECZEMA,Tablet,60 tablets
DERMAREST ECZEMA,Tablet,180 tablets
DERMAREST ECZEMA,Tablet,30 tablets
DERMAREST ECZEMA,Tablet,270 tablets
DERMAREST ECZEMA,Tablet,120 tablets
DERMAREST ECZEMA,Lotion,59 mls
DERMAREST ECZEMA,Lotion,118 mls
DERMAREST ECZEMA,Lotion,177 mls
DERMAREST ECZEMA,Lotion,30 mls
DERMAREST ECZEMA,Lotion,45 mls
DERMAREST ECZEMA,Lotion,120 mls
DERMAREST ECZEMA,ENEMA,420 mls
DERMAREST ECZEMA,ENEMA,840 mls
DERMAREST ECZEMA,ENEMA,1680 mls
DERMAREST ECZEMA,ENEMA,60 mls
DERMAREST ECZEMA,ENEMA,30 mls
DERMAREST ECZEMA,ENEMA,120 mls
DERMAREST PSORIASIS,Shampoo,133 mls
DERMAREST PSORIASIS,Shampoo,250 mls
DERMAREST PSORIASIS,Shampoo,120 mls
DERMAREST PSORIASIS,Shampoo,118 mls
DERMAREST PSORIASIS,Shampoo,135 mls
DERMAREST PSORIASIS,Lotion,118 mls
DERMAREST PSORIASIS,Lotion,133 mls
DERMAREST PSORIASIS,GEL (ML),118 mls
DERMAREST PSORIASIS,GEL (ML),133 mls
DERMASARRA,Lotion,222 mls
DERMASARRA,Lotion,666 mls
DERMASARRA,Lotion,444 mls
DERMASARRA,Lotion,225 mls
DERMASARRA,Lotion,120 mls
DERMOTIC,Drops,20 mls
DERMOTIC,Drops,10 mls
DERMOTIC,Drops,40 mls
DERMOTIC,Drops,60 mls
DERMOTIC,Drops,1 ml
DERMULCERA,Ointment,60 grams
DERMULCERA,Ointment,28.35 grams
DERMULCERA,Ointment,56.7 grams
DERMULCERA,Ointment,170.1 grams
DERMULCERA,Ointment,57 grams
DESCOVY,Tablet,30 tablets
DESCOVY,Tablet,90 tablets
DESCOVY,Tablet,3 tablets
DESCOVY,Tablet,5 tablets
DESCOVY,Tablet,2 tablets
DESENEX,Powder,71 grams
DESENEX,Powder,85 grams
DESENEX,Powder,43 grams
DESENEX,Powder,70 grams
DESENEX,Powder,86 grams
DESFERAL MESYLATE,VIAL,60 mls
DESFLURANE,Liquid,240 mls
DESGEN DM,Liquid,118 mls
DESIPRAMINE HCL,Tablet,30 tablets
DESIPRAMINE HCL,Tablet,90 tablets
DESIPRAMINE HCL,Tablet,60 tablets
DESIPRAMINE HCL,Tablet,100 tablets
DESIPRAMINE HCL,Tablet,270 tablets
DESITIN,PASTE (G),113 grams
DESITIN,PASTE (G),57 grams
DESITIN,PASTE (G),28 grams
DESITIN,PASTE (G),454 grams
DESITIN,PASTE (G),84 grams
DESLORATADINE,Tablet,30 tablets
DESLORATADINE,Tablet,90 tablets
DESLORATADINE,Tablet,10 tablets
DESLORATADINE,Tablet,7 tablets
DESLORATADINE,Tablet,60 tablets
DESLORATADINE,TAB RAPDIS,10 units
DESLORATADINE,TAB RAPDIS,30 units
DESLORATADINE,TAB RAPDIS,90 units
DESLORATADINE,TAB RAPDIS,7 units
DESLORATADINE,TAB RAPDIS,15 units
DESMOPRESSIN ACETATE,Tablet,30 tablets
DESMOPRESSIN ACETATE,Tablet,90 tablets
DESMOPRESSIN ACETATE,Tablet,60 tablets
DESMOPRESSIN ACETATE,Tablet,180 tablets
DESMOPRESSIN ACETATE,Tablet,270 tablets
DESMOPRESSIN ACETATE,SPRAY/PUMP,5 mls
DESMOPRESSIN ACETATE,SPRAY/PUMP,15 mls
DESMOPRESSIN ACETATE,SPRAY/PUMP,10 mls
DESMOPRESSIN ACETATE,SPRAY/PUMP,20 mls
DESMOPRESSIN ACETATE,SPRAY/PUMP,30 mls
DESMOPRESSIN ACETATE,VIAL,10 mls
DESMOPRESSIN ACETATE,VIAL,120 mls
DESMOPRESSIN ACETATE,VIAL,30 mls
DESMOPRESSIN ACETATE,AMPUL,1 ml
DESMOPRESSIN ACETATE,AMPUL,30 mls
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,28 tablets
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,84 tablets
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,112 tablets
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,56 tablets
DESOGESTR-ETH ESTRAD ETH ESTRA,Tablet,168 tablets
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,28 tablets
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,84 tablets
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,112 tablets
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,56 tablets
DESOGESTREL-ETHINYL ESTRADIOL,Tablet,168 tablets
DESONIDE,Cream (g),15 grams
DESONIDE,Cream (g),60 grams
DESONIDE,Cream (g),30 grams
DESONIDE,Cream (g),45 grams
DESONIDE,Cream (g),120 grams
DESONIDE,Ointment,60 grams
DESONIDE,Ointment,15 grams
DESONIDE,Ointment,30 grams
DESONIDE,Ointment,45 grams
DESONIDE,Ointment,105 grams
DESONIDE,Lotion,59 mls
DESONIDE,Lotion,118 mls
DESONIDE,Lotion,30 mls
DESONIDE,Lotion,60 mls
DESONIDE,Lotion,236 mls
DESONIDE,Lotion,15 mls
DESONIDE,Gel,60 grams
DESONIDE,Gel,15 grams
DESOWEN,Cream (g),15 grams
DESOWEN,Cream (g),60 grams
DESOWEN,Cream (g),30 grams
DESOWEN,Cream (g),45 grams
DESOWEN,Cream (g),120 grams
DESOWEN,Ointment,60 grams
DESOWEN,Ointment,15 grams
DESOWEN,Ointment,30 grams
DESOWEN,Ointment,45 grams
DESOWEN,Ointment,105 grams
DESOWEN,Lotion,59 mls
DESOWEN,Lotion,118 mls
DESOWEN,Lotion,30 mls
DESOWEN,Lotion,60 mls
DESOWEN,Lotion,236 mls
DESOWEN,Lotion,15 mls
DESOWEN,Gel,60 grams
DESOWEN,Gel,15 grams
DESOXIMETASONE,Cream (g),60 grams
DESOXIMETASONE,Cream (g),30 grams
DESOXIMETASONE,Cream (g),15 grams
DESOXIMETASONE,Cream (g),100 grams
DESOXIMETASONE,Cream (g),90 grams
DESOXIMETASONE,Ointment,60 grams
DESOXIMETASONE,Ointment,15 grams
DESOXIMETASONE,Ointment,30 grams
DESOXIMETASONE,Ointment,100 grams
DESOXIMETASONE,Ointment,120 grams
DESOXIMETASONE,Gel,15 grams
DESOXIMETASONE,Gel,60 grams
DESOXIMETASONE,Gel,30 grams
DESOXIMETASONE,Gel,120 grams
DESOXIMETASONE,SPRAY,100 mls
DESOXIMETASONE,SPRAY,60 mls
DESOXYN,Tablet,150 tablets
DESOXYN,Tablet,120 tablets
DESOXYN,Tablet,30 tablets
DESOXYN,Tablet,10 tablets
DESOXYN,Tablet,90 tablets
DESPEC DM,Liquid,118 mls
DESPEC DM-G,Liquid,118 mls
DESRX,Gel,60 grams
DESVENLAFAXINE ER,Tablet ER 24H,30 tablets
DESVENLAFAXINE ER,Tablet ER 24H,90 tablets
DESVENLAFAXINE ER,Tablet ER 24H,7 tablets
DESVENLAFAXINE ER,Tablet ER 24H,15 tablets
DESVENLAFAXINE ER,Tablet ER 24H,60 tablets
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,30 tablets
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,90 tablets
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,60 tablets
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,7 tablets
DESVENLAFAXINE SUCCINATE ER,Tablet ER 24H,3 tablets
DETROL,Tablet,60 tablets
DETROL,Tablet,30 tablets
DETROL,Tablet,180 tablets
DETROL,Tablet,90 tablets
DETROL,Tablet,14 tablets
DETROL LA,Capsule ER 24H,30 capsules
DETROL LA,Capsule ER 24H,90 capsules
DETROL LA,Capsule ER 24H,14 capsules
DETROL LA,Capsule ER 24H,60 capsules
DETROL LA,Capsule ER 24H,7 capsules
DEX4 GLUCOSE,Chewable Tablet,50 chewable tablets
DEX4 GLUCOSE,Chewable Tablet,30 chewable tablets
DEX4 GLUCOSE,Chewable Tablet,100 chewable tablets
DEX4 GLUCOSE,Chewable Tablet,10 chewable tablets
DEX4 GLUCOSE,Chewable Tablet,20 chewable tablets
DEX4 GLUCOSE,Liquid,59 mls
DEX4 GLUCOSE,Liquid,50 mls
DEXABLISS,TAB DS PK,39 units
DEXAMETHASONE,Tablet,12 tablets
DEXAMETHASONE,Tablet,36 tablets
DEXAMETHASONE,Tablet,5 tablets
DEXAMETHASONE,Tablet,6 tablets
DEXAMETHASONE,Tablet,2 tablets
DEXAMETHASONE,Solution,500 mls
DEXAMETHASONE,Solution,240 mls
DEXAMETHASONE,Solution,100 mls
DEXAMETHASONE,Solution,20 mls
DEXAMETHASONE,Solution,40 mls
DEXAMETHASONE,Solution,12 mls
DEXAMETHASONE,ELIXIR,237 mls
DEXAMETHASONE,ELIXIR,100 mls
DEXAMETHASONE,ELIXIR,60 mls
DEXAMETHASONE,ELIXIR,300 mls
DEXAMETHASONE,ELIXIR,500 mls
DEXAMETHASONE,ELIXIR,12 mls
DEXAMETHASONE,TAB DS PK,51 units
DEXAMETHASONE,TAB DS PK,12 units
DEXAMETHASONE INTENSOL,Drops,30 mls
DEXAMETHASONE INTENSOL,Drops,10 mls
DEXAMETHASONE INTENSOL,Drops,8 mls
DEXAMETHASONE INTENSOL,Drops,5 mls
DEXAMETHASONE INTENSOL,Drops,16 mls
DEXAMETHASONE SODIUM PHOSPHATE,Drops,5 mls
DEXAMETHASONE SODIUM PHOSPHATE,Drops,10 mls
DEXAMETHASONE SODIUM PHOSPHATE,Drops,15 mls
DEXAMETHASONE SODIUM PHOSPHATE,Drops,20 mls
DEXAMETHASONE SODIUM PHOSPHATE,Drops,25 mls
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,1 ml
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,30 mls
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,3 mls
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,5 mls
DEXAMETHASONE SODIUM PHOSPHATE,VIAL,2 mls
DEXAMETHASONE SODIUM PHOSPHATE,Syringe,2 mls
DEXAMETHASONE SODIUM PHOSPHATE,Syringe,5 mls
DEXCHLORPHENIRAMINE MALEATE,Solution,118 mls
DEXCHLORPHENIRAMINE MALEATE,Solution,60 mls
DEXCHLORPHENIRAMINE MALEATE,Solution,150 mls
DEXEDRINE,Capsule ER,30 capsules
DEXEDRINE,Capsule ER,60 capsules
DEXEDRINE,Capsule ER,90 capsules
DEXEDRINE,Capsule ER,120 capsules
DEXEDRINE,Capsule ER,10 capsules
DEXILANT,CAP DR BP,30 units
DEXILANT,CAP DR BP,90 units
DEXILANT,CAP DR BP,60 units
DEXILANT,CAP DR BP,10 units
DEXILANT,CAP DR BP,7 units
DEXLANSOPRAZOLE DR,CAP DR BP,30 units
DEXLANSOPRAZOLE DR,CAP DR BP,90 units
DEXLANSOPRAZOLE DR,CAP DR BP,60 units
DEXLANSOPRAZOLE DR,CAP DR BP,10 units
DEXLANSOPRAZOLE DR,CAP DR BP,7 units
DEXMEDETOMIDINE HCL,VIAL,2 mls
DEXMEDETOMIDINE-D5W,PLAST. BAG,50 mls
DEXMETHYLPHENIDATE HCL,Tablet,60 tablets
DEXMETHYLPHENIDATE HCL,Tablet,30 tablets
DEXMETHYLPHENIDATE HCL,Tablet,90 tablets
DEXMETHYLPHENIDATE HCL,Tablet,120 tablets
